name,synonyms,category,specific gravity,energy | kcal,protein | g,alcohol | g,water | g,"carbohydrates, available | g",starch | g,sugars | g,dietary fibres | g,"fat, total | g",cholesterol | g,"fatty acids, monounsaturated | g","fatty acids, saturated | g","fatty acids, polyunsaturated | g",beta-carotene | g,vitamin b1 | g,vitamin b2 | g,vitamin b6 | g,vitamin b12 | g,niacin | g,folate | g,pantothenic acid | g,vitamin c | g,vitamin d | g,sodium | g,potassium | g,chloride | g,calcium | g,magnesium | g,phosphorus | g,iron | g,iodide | g,zinc | g
"mele, purea, non zuccherata, conserva",,Frutta/Frutta cotta (incl. conserve),,55.25733295752452,0.3014036343137701,0.0,85.39769638890155,11.754741738237035,0.10046787810459004,11.654273860132447,2.1098254401963907,0.3014036343137701,0.0,0.0,0.10046787810459004,0.10046787810459004,,2.0093575620918012e-05,2.0093575620918012e-05,4.0187151241836024e-05,0.0,9.042109029413104e-05,6.530412076798353e-06,8.037430248367203e-05,0.0025116969526147513,0.0,0.004018715124183603,0.11051466591504903,0.002210293318300981,0.004822458149020321,0.004018715124183603,0.009042109029413105,0.00020093575620918011,8.037430248367205e-07,0.00010046787810459004
succo di mele,,Frutta/Succhi di frutta;Bevande analcoliche/Succhi di frutta e di verdura,1.0116869878499024,44.5142274653957,0.10116869878499024,0.0,88.72494883443646,10.926219468778946,0.0,10.420375974853997,0.0,0.10116869878499024,0.0,0.0,0.0,0.10116869878499024,,2.023373975699805e-05,2.023373975699805e-05,4.04674795139961e-05,0.0,0.0001618699180559844,1.0116869878499024e-06,7.081808914949318e-05,0.0074864837100892785,0.0,0.002326880072054776,0.12140243854198828,0.002023373975699805,0.006778302818594348,0.005564278433174463,0.00809349590279922,0.00020233739756998046,2.0233739756998048e-06,0.00010116869878499026
"sidro di mele, 4 vol%",,Bevande alcoliche/Vino,1.010631744893101,32.34021583657923,0.0,3.1329584091686136,94.190878624037,2.5265793622327526,0.0,2.5265793622327526,0.0,0.0,0.0,0.0,0.0,0.0,1.0106317448931008e-06,0.0,0.0,1.0106317448931013e-05,0.0,0.0,0.0,4.042526979572405e-05,0.0,0.0,0.0040425269795724035,0.12127580938717213,0.005053158724465504,0.009095685704037909,0.0040425269795724035,0.005053158724465504,0.0008085053959144807,1.0106317448931011e-05,0.00020212634897862018
"sidro di mele, 6.2 vol%",,Bevande alcoliche/Vino,1.0068211123540876,64.4365511906616,0.0,5.034105561770438,87.4927546635702,7.34979412018484,0.0,7.34979412018484,0.0,0.0,0.0,0.0,0.0,0.0,1.0068211123540877e-06,0.0,0.0,1.0068211123540877e-05,1.0068211123540877e-07,1.0068211123540877e-05,1.0068211123540877e-06,3.0204633370622633e-05,0.0,0.0,0.002013642224708175,0.09766164789834653,0.005034105561770438,0.005034105561770438,0.00402728444941635,0.00906139001118679,0.00030204633370622627,1.0068211123540877e-05,0.00020136422247081756
"formaggio appenzeller, un quarto grasso",,Latte e prodotti di latte/Formaggio a pasta dura,,244.28111480663281,34.69202386749657,0.0,49.472057704536546,0.0,0.0,0.0,0.0,11.700860120989974,0.03489730211523325,2.7712563444449936,6.979460423046651,0.5131956193416655,,4.105564954733325e-05,0.0004516121450206656,7.184738670783317e-05,1.026391238683331e-06,0.00010263912386833308,1.539586858024996e-05,0.0004105564954733324,0.0,2.0527824773666613e-07,0.8313769033334981,0.1231669486419997,1.2727251359673304,1.118766450164831,0.03695008459259992,0.7492656042388315,0.00020527824773666615,3.592369335391658e-05,0.002565978096708327
"formaggio appenzeller, grasso",,Latte e prodotti di latte/Formaggio a pasta dura,,389.6026227257245,25.03146384351805,0.0,39.969595492069146,0.0,0.0,0.0,0.0,31.99586305804525,0.09588665585218607,7.469065824275547,19.177331170437213,1.5139998292450434,0.00019177331170437207,4.037332877986783e-05,0.00044410661657854597,7.06533253647687e-05,1.0093332194966956e-06,0.00010093332194966955,1.5139998292450433e-05,0.0004037332877986783,0.0,6.055999316980173e-07,0.6257865960879512,0.08276532399872903,0.9689598907168276,0.7469065824275547,0.029270663365404168,0.5450399385282156,0.00030279996584900865,8.478399043772239e-06,0.004037332877986782
"albicocche, cotte, sgocciolate (senza aggiunta di zucchero)",,Frutta/Frutta cotta (incl. conserve),,59.987822112184276,0.9997970352030714,0.0,83.38307273593615,12.49746294003839,0.0,12.49746294003839,2.5994722915279853,0.09997970352030712,0.0,0.0,0.0,0.0,0.001879618426181774,3.9991881408122856e-05,5.998782211218428e-05,7.998376281624571e-05,0.0,0.0006798619839380887,6.0987619147387335e-06,0.00033993099196904435,0.006098761914738735,0.0,0.002499492588007678,0.3599269326731057,0.0011997564422436856,0.018996143668858358,0.011997564422436857,0.024994925880076783,0.0004998985176015357,5.998782211218428e-07,9.997970352030714e-05
"albicocche, secche",,Frutta/Frutta secca,,304.42578849658355,5.5350143363015185,0.0,19.483250463781353,53.02543734176856,0.0,47.933224152371146,19.59395075050738,0.5535014336301519,0.0,0.33210086017809115,0.0,0.11070028672603037,0.0060885157699316714,1.107002867260304e-05,0.00017712045876164864,0.0002878207454876791,0.0,0.0035424091752329725,1.4391037274383951e-05,0.0007749020070822128,0.008856022938082431,0.0,0.012177031539863343,1.5165939281466163,0.0059778154832056405,0.09077423511534492,0.055350143363015185,0.12177031539863342,0.005756414909753581,2.9889077416028205e-06,0.00044280114690412156
"albicocche, zuccherate, conserva",,Frutta/Frutta cotta (incl. conserve),,83.99638781933821,0.699969898494485,0.0,77.99664583224262,18.999182959136018,0.0,18.999182959136018,1.8999182959136018,0.09999569978492644,0.0,0.0,0.0,0.0,0.0007129693394665255,2.999870993547793e-05,3.9998279913970575e-05,5.999741987095586e-05,0.0,0.0004899789289461395,3.1998623931176456e-06,0.0002299901095053308,0.003199862393117646,0.0,0.0017999225961286762,0.2599888194408087,0.0009999569978492644,0.0139993979698897,0.00899961298064338,0.01799922596128676,0.00039998279913970575,3.999827991397057e-07,9.999569978492644e-05
"albicocca, cruda",,Frutta/Frutta fresca,,47.966662929430726,0.7994443821571788,0.0,86.63978491628427,9.993054776964735,0.0,9.993054776964735,2.0985415031625947,0.09993054776964737,0.0,0.0,0.0,0.0,0.0019986109553929467,3.997221910785895e-05,4.996527388482368e-05,6.995138343875316e-05,0.0,0.0005995832866178839,6.9951383438753146e-06,0.00029979164330894197,0.006995138343875314,0.0,0.0019986109553929467,0.3197777528628715,0.0009993054776964736,0.015988887643143573,0.009993054776964735,0.01998610955392947,0.0003997221910785895,4.996527388482367e-07,9.993054776964736e-05
"albicocche, non zuccherate, conserva",,Frutta/Frutta cotta (incl. conserve),,47.9863236578259,0.7997720609637651,0.0,86.67529710694805,9.997150762047061,0.0,9.997150762047061,2.099401660029883,0.09997150762047063,0.0,0.0,0.0,0.0,0.0007127968493339555,2.9991452286141192e-05,3.9988603048188253e-05,5.9982904572282384e-05,0.0,0.0005398461411505413,3.4990027667164717e-06,0.0002599259198132237,0.0034990027667164718,0.0,0.0019994301524094123,0.2799202213373178,0.0009997150762047062,0.014995726143070591,0.009997150762047062,0.019994301524094125,0.0003998860304818825,4.99857538102353e-07,9.997150762047062e-05
"torta d'albicocca, cotta nel forno (pasta sfoglia)",,"Dolciumi/Dolci, torte e cake;Cibi/Torte dolci e salate e gratin",,136.25766442897634,2.585911879674004,0.0,73.10173967539973,15.316554979607561,6.862612296057932,8.354484534331396,1.6907885367099256,6.763154146839702,0.03878867819511005,1.6907885367099256,3.7794096702927744,0.3978325968729237,0.0012133894204624169,4.972907460911546e-05,6.962070445276164e-05,6.962070445276164e-05,3.083202625765159e-07,0.0006166405251530316,3.779409670292775e-06,0.0003083202625765158,0.003779409670292775,1.9891629843646184e-07,0.09249607877295477,0.2287537432019311,0.1392414089055233,0.02585911879674004,0.0109403964140054,0.0437615856560216,0.0004972907460911546,2.7848281781104657e-06,0.0002983744476546928
"torta di albicocca, cotta nel forno (pasta per torta)",,"Dolciumi/Dolci, torte e cake;Cibi/Torte dolci e salate e gratin",,127.27972037130688,2.9831184462025044,0.0,72.48977824272089,17.500961551054694,9.048792620147598,8.352731649367017,1.7898710677215033,4.6735522323839245,0.03281430290822756,1.193247378481002,2.585369320042171,0.397749126160334,0.0012031911066350102,4.9718640770041764e-05,6.960609707805845e-05,7.954982523206681e-05,3.0825557277425885e-07,0.0007060046989345929,3.97749126160334e-06,0.00031819930092826724,0.0037786166985231736,1.9887456308016697e-07,0.09943728154008352,0.2287057475421921,0.14915592231012526,0.02684806601582255,0.010938100969409184,0.04673552232383925,0.000596623689240501,2.883681164662422e-06,0.0002983118446202505
"melanzane, stufate (senza aggiunta di grassi o sale)",,Verdure/Verdure cotte (incl. conserve),,28.099105488861,1.2042473780940426,0.0,91.22173889062374,3.9138039788056385,0.4014157926980143,3.512388186107625,3.0106184452351066,0.20070789634900715,0.0,0.0,0.0,0.10035394817450358,5.619821097772199e-05,4.0141579269801425e-05,4.0141579269801425e-05,9.03185533570532e-05,0.0,0.0007125130320389753,1.2042473780940425e-05,0.0002308140808013582,0.002107432911664575,0.0,0.003813450030631135,0.32113263415841137,0.06924422424040746,0.012042473780940428,0.016056631707920568,0.026092026525370928,0.0004014157926980143,2.007078963490071e-07,0.00010035394817450356
"melanzana, cruda",,Verdure/Verdure fresche,,23.05477810667189,1.0023816568118211,0.0,92.92077958645584,3.1073831361166464,0.3007144970435464,2.8066686390730995,2.4057159763483713,0.20047633136236429,0.0,0.0,0.0,0.10023816568118214,5.0119082840591055e-05,4.0095266272472856e-05,3.0071449704354637e-05,8.019053254494571e-05,0.0,0.0006014289940870928,1.90452514794246e-05,0.00020047633136236422,0.0020047633136236424,0.0,0.0030071449704354635,0.2606192307710736,0.05513099112465017,0.010023816568118212,0.013030961538553678,0.021050014793048247,0.0003007144970435464,2.0047633136236428e-07,0.00010023816568118211
"piccata di melanzane, preparata",,Cibi/Altri cibi salati/saporiti,,169.7190863611042,5.322551229076048,0.0,70.29784642175912,9.138720034828689,6.226380683070094,2.9123393517585923,2.309786382429228,11.850208396810824,0.0903829453994046,4.820423754634912,4.5191472699702295,1.104680443770501,3.514892321087956e-05,7.029784642175913e-05,0.0001205105938658728,0.00010042549488822732,1.1046804437705004e-06,0.0006025529693293639,7.732763106393503e-06,0.0003916594300640866,0.0010042549488822733,6.025529693293639e-07,0.2611062867093911,0.23097863824292286,0.4017019795529093,0.07431486621728822,0.015063824233234097,0.09640847509269823,0.0007029784642175912,7.933614096169959e-06,0.0006025529693293639
"fette di melanzana, impanate, preparate",,Cibi/Altri cibi salati/saporiti,,139.44314347725668,4.815302796336921,0.0,69.9222093551424,15.248458855066916,12.038256990842305,3.009564247710576,3.009564247710576,5.918809687164132,0.06119447303678172,3.6114770972526915,0.7022316577991344,1.003188082570192,4.012752330280768e-05,8.025504660561537e-05,9.028692743131729e-05,0.0001003188082570192,7.824867044047499e-07,0.0006921997769734325,1.1035068908272113e-05,0.000381211471376673,0.0012038256990842306,4.012752330280767e-07,0.2909245439453557,0.2407651398168461,0.4514346371565864,0.022070137816544218,0.016051009321123067,0.0632008492019221,0.0007022316577991344,4.915621604593941e-06,0.000501594041285096
affettato (in media),,Prodotti carnei e insaccati/Salsicce scottate,,291.9124083465996,14.242093279193961,0.0,57.069380870529,0.7070542762720405,0.0,0.7070542762720405,0.0,25.75697720705291,0.05858449717682623,12.12093045037784,9.797752114055418,2.424186090075568,0.0,0.0002727209351335014,0.0001313100798790933,0.00015151163062972298,9.595736606549122e-07,0.002929224858841311,1.1110852912846356e-06,0.00042423256576322433,0.026868062498337543,5.050387687657433e-07,0.7979612546498744,0.12120930450377837,1.1211860666599502,0.008080620300251893,0.012120930450377841,0.16161240600503785,0.0008080620300251894,6.060465225188919e-07,0.0015151163062972301
"avocado, crudo",,"Verdure/Verdure fresche;Noci, semi e frutti oleosi",,148.71792599715445,1.8589740749644303,0.0,78.90312184849027,0.8262106999841914,0.0,0.8262106999841914,3.0982901249407178,14.665239924719396,0.0,9.191594037324126,2.9950137874426934,1.8589740749644303,6.919514612367603e-05,7.229343624861675e-05,0.00016524213999683827,0.000289173744994467,0.0,0.0020655267499604785,5.576922224893292e-05,0.0008262106999841915,0.011360397124782632,0.0,0.007229343624861675,0.5370369549897244,0.006196580249881436,0.016524213999683828,0.0340811913743479,0.045441588499130534,0.0010327633749802393,1.032763374980239e-06,0.0006196580249881433
"lievito per pane, pressato",,Diversi/Lievito;Diversi/Ingredienti per prodotti da forno,,96.95471247198334,16.86608019043877,0.0,72.71603435398751,1.110939413741476,1.0099449215831595,0.0,6.968619958923802,1.2119339058997918,0.0,0.403977968633264,0.201988984316632,0.6059669529498959,0.0,0.0008382542849140227,0.0014139228902164235,0.0006362653005973907,0.0,0.009897460231514969,0.0006463647498132222,0.0023228733196412675,0.0,0.0,0.022218788274829517,0.5756686053024012,0.100994492158316,0.016159118745330558,0.04241768670649272,0.3635801717699375,0.002928840272591163,6.05966952949896e-07,0.002423867811799583
"bami goreng, preparato",,Cibi/Cibi asiatici,,135.28645953889696,13.82489367550772,0.0,67.64322976944848,13.82489367550772,11.948658105260241,1.4812386080901123,0.8887431648540676,2.5674802540228616,0.04344966583730997,1.2837401270114308,0.3949969621573634,0.4937462026967042,0.00012244905826878265,8.887431648540675e-05,7.899939243147267e-05,0.00014812386080901126,5.92495443236045e-08,0.0008788682408001336,4.3449665837309965e-06,0.00030612264567195664,0.012639902789035628,2.9624772161802246e-07,0.3949969621573634,0.1777486329708135,0.5431208229663748,0.009084930129619357,0.01579987848629454,0.10862416459327492,0.0006912446837753859,1.5799878486294536e-06,0.0006912446837753859
chips di banana secca ,,Frutta/Frutta secca,,374.87259397650666,3.9513597743469617,0.0,3.0395075187284326,81.76275225379483,15.602805262805953,66.15994699098887,7.700085714112028,1.82370451123706,0.0,0.2026338345818955,0.7092184210366341,0.3039507518728432,0.0003546092105183171,0.00018237045112370597,0.0002431606014982746,0.0,0.0,0.002836873684146537,0.0,0.0,0.007092184210366342,0.0,0.003039507518728432,1.5096220676351213,0.0,0.0222897218040085,0.11144860902004253,0.07497451879530133,0.0012158030074913726,0.0,0.0
"banana, secca",,Frutta/Frutta secca,,274.80019381083906,3.0197823495696605,0.0,28.18463526265016,60.596965814697846,16.60880292263313,43.988162892064715,5.536267640877711,1.0065941165232202,0.0,0.10065941165232198,0.4026376466092879,0.20131882330464396,0.000100659411652322,0.000100659411652322,0.00018118694097417958,0.0008153412343838082,0.0,0.0020131882330464397,3.3217605845266245e-05,0.0005435608229225388,0.0040263764660928795,0.0,0.008052752932185759,1.1575832340017032,0.301978234956966,0.020131882330464403,0.0905934704870898,0.0754945587392415,0.001308572351480186,8.15341234383808e-06,0.000603956469913932
"banana, cruda",,Frutta/Frutta fresca,,96.00653054611486,1.111654564218172,0.0,74.78403432013158,21.222496225983285,3.8402612218445946,17.382235004138693,2.021190116760313,0.3031785175140469,0.0,0.0,0.10105950583801566,0.10105950583801566,7.781581949527206e-05,4.0423802335206265e-05,7.074165408661096e-05,0.0004749796774386735,0.0,0.0006063570350280938,2.32436863427436e-05,0.0003031785175140469,0.012127140700561877,0.0,0.0010105950583801564,0.3840261221844595,0.1111654564218172,0.008084760467041251,0.030317851751404695,0.02223309128436344,0.00040423802335206254,2.0211901167603132e-06,0.00020211901167603127
"basilico, fresco",,Verdure/Erbe aromatiche,,46.39519384360307,3.126632628590642,0.0,87.14227713233272,5.143814969616862,0.10085911705131102,5.042955852565552,3.126632628590642,0.8068729364104882,0.0,0.0,0.10085911705131102,0.4034364682052441,0.0048614094418731905,8.068729364104884e-05,0.0003126632628590642,0.00018154641069235983,0.0,0.0011094502875644214,5.042955852565551e-05,0.00020171823410262204,0.026223370433340863,0.0,0.009077320534617992,0.3025773511539331,0.03530069096795886,0.2521477926282776,0.011094502875644213,0.03731787330898508,0.005547251437822106,9.077320534617992e-07,0.0007060138193591771
leckerli di basilea,,Dolciumi/Biscotti,,405.97384238583686,6.9337116645105805,0.3014657245439383,6.330780215422704,75.16545398628861,23.31334936473123,52.25405892094932,3.215634395135342,7.637131688446436,0.0,4.622474443007054,0.6029314490878765,2.110260071807568,1.0048857484797943e-06,6.029314490878766e-05,9.043971736318148e-05,0.00016078171975676708,0.0,0.001205862898175753,1.0048857484797942e-05,0.00016078171975676708,0.0009043971736318148,0.0,0.002914168670591404,0.17083057724156506,0.02914168670591404,0.05526871616638869,0.04421497293311095,0.11053743233277738,0.0016078171975676707,6.029314490878765e-07,0.001306351473023733
"salsiccia da arrostire di maiale, alla griglia (senza aggiunta di grassi o sale)",,Prodotti carnei e insaccati/Insaccati crudi,,272.5851936148804,21.302028093607323,0.10095747911662237,52.598846619760245,0.20191495823324476,0.0,0.20191495823324476,0.0,20.59532573979096,0.07571810933746677,9.590960516079123,7.5718109337466775,2.2210645405656924,0.0,0.0006461278663463832,0.00021201070614490695,0.0003937341685548272,1.71627714498258e-06,0.004341171602014761,2.725851936148804e-06,0.0005552661351414231,0.0,0.0,1.7364686408059045,0.33315968108485383,2.8671924069120758,0.0036344692481984063,0.025239369779155592,0.2322022019682315,0.0011105322702828462,1.6153196658659583e-06,0.001918192103215825
"salsiccia da arrostire di maiale, cruda",,Prodotti carnei e insaccati/Insaccati crudi,,244.15901969241267,16.980606719348863,0.10047696283638384,58.97997718495731,0.20095392567276768,0.0,0.20095392567276768,0.0,19.392053827422078,0.0602861777018303,9.042926655274542,7.133864361383253,2.1100162195640606,0.0,0.0006832433472874101,0.00018085853310549093,0.0004220032439128121,1.5071544425457576e-06,0.0040190785134553535,2.5119240709095955e-06,0.000522480206749196,0.0,0.0,1.5372975313966726,0.31147858479278984,2.2808270563859128,0.0029138319222551307,0.020095392567276767,0.19090622938912927,0.0009042926655274547,1.3062005168729901e-06,0.0015071544425457573
pane contadino,,"Pane, fiocchi e cereali per la prima colazione/Pane e prodotti di panetteria",,239.6800183073989,8.98800068652746,0.0,38.14906958059433,44.44067006116355,41.644403180910565,2.4966668573687394,4.194400320379481,1.997333485894991,0.003994666971789983,0.3994666971789983,0.6990667200632468,0.5992000457684973,5.9920004576849725e-06,0.00019973334858949912,0.00011984000915369946,0.0001797600137305492,1.997333485894991e-08,0.0019973334858949914,2.6964002059582375e-05,0.00047936003661479785,0.00019973334858949912,0.0,0.6990667200632471,0.19973334858949915,1.08854674981277,0.04194400320379482,0.03794933623200483,0.1597866788715993,0.0018974668116002414,3.6950669489057336e-06,0.001597866788715993
salame di campagna,,Prodotti carnei e insaccati/Insaccati crudi,,536.5006995399342,20.77427520774933,0.10084599615412296,23.900501088527136,0.8067679692329837,0.0,0.8067679692329837,0.0,49.918768096290854,0.08471063676946328,23.39627110775652,18.858201280820992,5.243991800014394,0.0,0.0005546529788476763,0.00024203039076989508,0.00033279178730860566,3.0253798846236883e-06,0.005949913773093255,2.8236878923154426e-06,0.0005647375784630887,0.07109642728865669,0.0,1.5933667392351427,0.3428763869240181,2.3497117103910647,0.005042299807706148,0.022186119153907048,0.1815227930774213,0.0014118439461577213,9.076139653871063e-07,0.0027228418961613198
schüblig di campagna,,Prodotti carnei e insaccati/Insaccati crudi,,529.2859737267494,21.514868779350692,0.20201754722395013,24.343114440485987,0.3030263208359252,0.0,0.3030263208359252,0.0,48.9892552018079,0.08686754530629856,23.13100915714229,18.989649439051316,4.444386038926903,0.0,0.0005353465001434679,0.00024242105666874014,0.0003333289529195177,3.3332895291951767e-06,0.0060605264167185036,2.6262281139113517e-06,0.0005656491322270602,0.0717162292645023,0.0,1.606039500430403,0.35353070764191274,2.373706179881414,0.004848421133374803,0.022221930194634514,0.2828245661135302,0.001616140377791601,1.0100877361197506e-06,0.0029292544347472764
